Identificador,Tipo_de_subasta,Cuenta_expediente,Fecha_de_inicio,Fecha_de_conclusión,Cantidad_reclamda,Lotes,Anuncio_BOE,Valor_subasta,Tasación,Puja_mínima,Tramos_entre_pujas,Importe_del_depósito,id,Juzgado,Localidad
SUB-JA-2022-203080,JUDICIAL EN VÍA DE APREMIO,4756 0000 05 0108 12,08-11-2022,28-11-2022,"12.000,00 ",Sin lotes,BOE-B-2022-34257,"276.173,42 ","276.173,42 ",Sin puja mínima,"5.523,46 ","13.808,67 ",332,JUZGADO 1ª INSTANCIA 8 , mataro
SUB-JA-2022-203058,JUDICIAL EN VÍA DE APREMIO,3118 0000 06 0102 22,08-11-2022,28-11-2022,"115.693,52 ",Sin lotes,BOE-B-2022-34310,"163.579,65 ","163.579,65 ",Sin puja mínima,"3.271,59 ","8.178,98 ",333,JUZGADO 1ª INSTANCIA 2 , torremolinos
SUB-JA-2022-203024,JUDICIAL EN VÍA DE APREMIO,3957 0000 06 0381 10,08-11-2022,28-11-2022,"17.634,57 ",Sin lotes,BOE-B-2022-34190,"31.320,00 ","0,00 ",Sin puja mínima,"626,40 ","1.566,00 ",334,JUZGADO 1ª INST E INSTRUCC. 1 , cazalla sierra
SUB-JA-2022-203018,JUDICIAL EN VÍA DE APREMIO,3298 0000 06 0075 14,08-11-2022,28-11-2022,"121.824,83 ",Sin lotes,BOE-B-2022-34222,"324.905,77 ","324.905,77 ",Sin puja mínima,"500,00 ","16.245,29 ",335,JUZGADO 1ª INSTANCIA 6 , gijon/xixon-gijon
SUB-JA-2022-202997,JUDICIAL EN VÍA DE APREMIO,4543 0000 06 0222 22,08-11-2022,28-11-2022,"9.654,82 ",Sin lotes,BOE-B-2022-34167,"34.407,94 ","0,00 ",Sin puja mínima,"688,15 ","1.720,40 ",336,JUZGADO 1ª INST E INSTRUCC. 6 , alzira
SUB-JA-2022-202973,JUDICIAL EN VÍA DE APREMIO,2860 0000 06 0129 17,08-11-2022,28-11-2022,"78.131,76 ",Sin lotes,BOE-B-2022-34194,"127.392,84 ","127.392,84 ",Sin puja mínima,Sin tramos,"6.369,64 ",337,JUZGADO 1ª INST E INSTRUCC. 6 , ciudad real
SUB-JA-2022-202908,JUDICIAL EN VÍA DE APREMIO,0840 0000 06 0189 20,08-11-2022,28-11-2022,"287.061,94 ",Sin lotes,BOE-B-2022-34200,"273.987,00 ","0,00 ",Sin puja mínima,Sin tramos,"13.699,35 ",338,JUZGADO 1ª INST E INSTRUCC. 4 , cornella de llobregat
SUB-JA-2022-202875,JUDICIAL EN VÍA DE APREMIO,0183 0000 05 1155 20,08-11-2022,28-11-2022,"64.805,46 ",Sin lotes,BOE-B-2022-34272,"35.850,00 ","0,00 ",Sin puja mínima,"717,00 ","1.792,50 ",339,JUZGADO 1ª INSTANCIA 2 , orihuela
SUB-JA-2022-202867,JUDICIAL EN VÍA DE APREMIO,2340 0000 06 0002 21,08-11-2022,28-11-2022,"215.725,59 ",Sin lotes,BOE-B-2022-34309,"344.000,00 ","0,00 ",Sin puja mínima,"500,00 ","17.200,00 ",340,JUZGADO 1ª INSTANCIA 2 , torrejon de ardoz
SUB-JA-2022-202863,JUDICIAL EN VÍA DE APREMIO,0150 0000 06 1709 21,08-11-2022,28-11-2022,"15.000,00 ",Sin lotes,BOE-B-2022-34204,"490.049,15 ","0,00 ",Sin puja mínima,"9.800,98 ","24.502,45 ",341,JUZGADO 1ª INSTANCIA 1 , denia
SUB-JA-2022-202841,JUDICIAL EN VÍA DE APREMIO,0860 0000 06 2211 22,08-11-2022,28-11-2022,"120.026,57 ",Sin lotes,BOE-B-2022-34263,"189.726,00 ","0,00 ",Sin puja mínima,"3.794,52 ","9.486,30 ",342,JUZGADO 1ª INST E INSTRUCC. 3 , mollet del valles
SUB-JA-2022-202785,JUDICIAL EN VÍA DE APREMIO,4965 0000 05 0061 19,08-11-2022,28-11-2022,"204.885,00 ",Sin lotes,BOE-B-2022-34314,"31.834,45 ","0,00 ",Sin puja mínima,"636,68 ","1.591,72 ",343,JUZGADO 1ª INST E INSTRUCC. 7 , valdemoro
SUB-JA-2022-202764,JUDICIAL EN VÍA DE APREMIO,3577 0000 05 0773 21,08-11-2022,28-11-2022,"185.185,91 ",Sin lotes,BOE-B-2022-34293,"638.000,00 ","0,00 ",Sin puja mínima,"12.760,00 ","31.900,00 ",344,JUZGADO 1ª INST E INSTRUCC. 4 , roquetas de mar
SUB-JA-2022-202742,JUDICIAL EN VÍA DE APREMIO,2041 0000 06 0779 21,08-11-2022,28-11-2022,"67.285,14 ",Sin lotes,BOE-B-2022-34234,"66.517,39 ","0,00 ",Sin puja mínima,"1.330,34 ","3.325,86 ",345,JUZGADO 1ª INSTANCIA 3 , jaen
SUB-JA-2022-202699,JUDICIAL EN VÍA DE APREMIO,3728 3105 06 0196 13,08-11-2022,28-11-2022,"154.494,53 ",Sin lotes,BOE-B-2022-34342,"245.028,60 ","0,00 ",Sin puja mínima,"2.450,30 ","12.251,43 ",347,UNIDAD SUBASTAS JUDICIALES MURCIA , murcia
SUB-JA-2022-202666,JUDICIAL EN VÍA DE APREMIO,2143 0000 06 0122 21,08-11-2022,28-11-2022,"137.315,00 ",Sin lotes,BOE-B-2022-34283,"222.720,00 ","0,00 ",Sin puja mínima,"4.454,40 ","11.136,00 ",348,JUZGADO 1ª INST E INSTRUCC. 2 , ponferrada
SUB-JA-2022-202605,JUDICIAL EN VÍA DE APREMIO,3435 0000 06 0258 12,08-11-2022,28-11-2022,"52.208,41 ",Sin lotes,BOE-B-2022-34278,"95.641,68 ","95.641,68 ",Sin puja mínima,"1.912,83 ","4.782,08 ",349,JUZGADO 1ª INST E INSTRUCC. 3 , palencia
SUB-JA-2022-202578,JUDICIAL EN VÍA DE APREMIO,4368 0000 06 0660 21,08-11-2022,28-11-2022,"92.990,45 ",Sin lotes,BOE-B-2022-34306,"146.100,00 ","0,00 ",Sin puja mínima,"2.922,00 ","7.305,00 ",350,JUZGADO 1ª INST E INSTRUCC. 3 , sueca
SUB-JA-2022-202574,JUDICIAL EN VÍA DE APREMIO,3271 0000 06 0077 22,08-11-2022,28-11-2022,"6.647,30 ",Sin lotes,BOE-B-2022-34275,"26.619,93 ","0,00 ",Sin puja mínima,"532,40 ","1.331,00 ",351,JUZGADO 1ª INSTANCIA 8 , oviedo
SUB-JA-2022-202565,JUDICIAL EN VÍA DE APREMIO,5066 0000 06 0319 17,08-11-2022,28-11-2022,"57.775,23 ",Sin lotes,BOE-B-2022-34247,"84.207,98 ","0,00 ",Sin puja mínima,"1.684,15 ","4.210,39 ",352,JUZGADO 1ª INSTANCIA 100 , madrid
SUB-JA-2022-202511,JUDICIAL EN VÍA DE APREMIO,1674 0000 06 1174 20,08-11-2022,28-11-2022,"139.984,91 ",Sin lotes,BOE-B-2022-34223,"179.000,00 ","0,00 ",Sin puja mínima,Sin tramos,"8.950,00 ",353,JUZGADO 1ª INSTANCIA 2 , girona
SUB-JA-2022-202494,JUDICIAL EN VÍA DE APREMIO,1939 0000 06 0377 17,08-11-2022,28-11-2022,"42.353,09 ",Sin lotes,BOE-B-2022-34279,"73.083,50 ","0,00 ",Sin puja mínima,"1.461,67 ","3.654,17 ",354,JUZGADO 1ª INST E INSTRUCC. 1 , palma condado
SUB-JA-2022-202490,JUDICIAL EN VÍA DE APREMIO,1764 0000 06 0504 20,08-11-2022,28-11-2022,"78.052,57 ",Sin lotes,BOE-B-2022-34226,"126.750,00 ","0,00 ",Sin puja mínima,Sin tramos,"6.337,50 ",355,JUZGADO 1ª INST E INSTRUCC. 2 , guadix
SUB-JA-2022-202483,JUDICIAL EN VÍA DE APREMIO,3728 3108 06 0311 16,08-11-2022,28-11-2022,"85.837,75 ",Sin lotes,BOE-B-2022-34345,"169.296,75 ","0,00 ",Sin puja mínima,"1.692,98 ","8.464,83 ",357,UNIDAD SUBASTAS JUDICIALES MURCIA , murcia
SUB-JA-2022-202460,JUDICIAL EN VÍA DE APREMIO,1695 0000 06 0113 20,08-11-2022,28-11-2022,"221.675,93 ",Sin lotes,BOE-B-2022-34299,"470.400,00 ","0,00 ",Sin puja mínima,"9.408,00 ","23.520,00 ",358,JUZGADO 1ª INST E INSTRUCC. 2 , santa coloma de farners
SUB-JA-2022-202432,JUDICIAL EN VÍA DE APREMIO,1259 0000 05 1633 21,08-11-2022,28-11-2022,"162.497,51 ",Sin lotes,BOE-B-2022-34235,"230.000,00 ","0,00 ",Sin puja mínima,"4.600,00 ","11.500,00 ",359,JUZGADO 1ª INSTANCIA 1 , jerez de la frontera
SUB-JA-2022-202404,JUDICIAL EN VÍA DE APREMIO,0154 0000 06 0698 16,08-11-2022,28-11-2022,"151.888,43 ",Sin lotes,BOE-B-2022-34207,"152.600,00 ","0,00 ",Sin puja mínima,"3.052,00 ","7.630,00 ",360,JUZGADO 1ª INSTANCIA 2 , denia
SUB-JA-2022-202381,JUDICIAL EN VÍA DE APREMIO,0812 0000 05 0082 15,08-11-2022,28-11-2022,"170.640,69 ",Sin lotes,BOE-B-2022-34295,"369.056,09 ","0,00 ",Sin puja mínima,"7.381,12 ","18.452,80 ",361,JUZGADO 1ª INSTANCIA 3 , sabadell
SUB-JA-2022-202281,JUDICIAL EN VÍA DE APREMIO,0842 0000 00 0424 09,08-11-2022,28-11-2022,"12.720,47 ",Sin lotes,BOE-B-2022-34297,"76.231,00 ","0,00 ",Sin puja mínima,"1.524,62 ","3.811,55 ",362,JUZGADO 1ª INST E INSTRUCC. 2 , sant feliu de llobregat
SUB-JA-2022-202002,JUDICIAL EN VÍA DE APREMIO,4036 0000 06 1813 18,08-11-2022,28-11-2022,"90.957,30 ",Sin lotes,BOE-B-2022-34301,"60.753,52 ","0,00 ",Sin puja mínima,Sin tramos,"3.037,68 ",364,JUZGADO 1ª INSTANCIA 14 , sevilla
SUB-JA-2022-202001,JUDICIAL EN VÍA DE APREMIO,5120 0000 06 0371 13,08-11-2022,28-11-2022,"109.950,92 ",Sin lotes,BOE-B-2022-34218,"300.341,04 ","0,00 ",Sin puja mínima,"6.006,82 ","15.017,05 ",365,JUZGADO 1ª INSTANCIA 6 , fuenlabrada
SUB-JA-2022-201908,JUDICIAL EN VÍA DE APREMIO,2912 0000 06 1141 11,08-11-2022,28-11-2022,"474.535,66 ",Sin lotes,BOE-B-2022-34216,"713.400,00 ","0,00 ",Sin puja mínima,"14.268,00 ","35.670,00 ",366,JUZGADO 1ª INST E INSTRUCC. 1 , estepona
SUB-JA-2022-201876,JUDICIAL EN VÍA DE APREMIO,0224 0000 06 0542 13,08-11-2022,28-11-2022,"220.186,47 ",Sin lotes,BOE-B-2022-34165,"315.236,32 ","0,00 ",Sin puja mínima,"6.304,72 ","15.761,81 ",367,JUZGADO 1ª INSTANCIA 2 , almeria
SUB-JA-2022-201851,JUDICIAL EN VÍA DE APREMIO,5452 0000 06 0407 22,08-11-2022,28-11-2022,"547.797,26 ",Sin lotes,BOE-B-2022-34162,"574.141,86 ","0,00 ",Sin puja mínima,"500,00 ","28.707,09 ",368,JUZGADO 1 INSTANCIA 14 , alicante/alacant
SUB-JA-2022-201781,JUDICIAL EN VÍA DE APREMIO,3728 3056 06 0274 20,08-11-2022,28-11-2022,"92.995,23 ",Sin lotes,BOE-B-2022-34352,"102.431,25 ","0,00 ",Sin puja mínima,"2.048,64 ","5.121,56 ",369,UNIDAD SUBASTAS JUDICIALES MURCIA , murcia
SUB-JA-2022-201732,JUDICIAL EN VÍA DE APREMIO,4544 0000 06 0275 21,08-11-2022,28-11-2022,"238.963,42 ",Sin lotes,BOE-B-2022-34196,"392.371,20 ","392.371,20 ",Sin puja mínima,"7.847,42 ","19.618,56 ",370,JUZGADO 1ª INST E INSTRUCC. 6 , colmenar viejo
SUB-JA-2022-201683,JUDICIAL EN VÍA DE APREMIO,2175 0000 06 1839 21,08-11-2022,28-11-2022,"134.071,01 ",Sin lotes,BOE-B-2022-34161,"224.640,00 ","0,00 ",Sin puja mínima,"4.492,80 ","11.232,00 ",371,JUZGADO 1ª INSTANCIA 11 , alicante/alacant
SUB-JA-2022-201480,JUDICIAL EN VÍA DE APREMIO,4919 0000 06 0132 13,08-11-2022,28-11-2022,"123.100,77 ",Sin lotes,BOE-B-2022-34330,"108.581,00 ","0,00 ",Sin puja mínima,"2.171,62 ","5.429,05 ",374,JUZGADO 1ª INSTANCIA 8 , zaragoza
SUB-JA-2022-201387,JUDICIAL EN VÍA DE APREMIO,5066 0000 06 0135 20,08-11-2022,28-11-2022,"338.033,75 ",Sin lotes,BOE-B-2022-34251,"554.858,00 ","0,00 ",Sin puja mínima,"11.097,16 ","27.742,90 ",375,JUZGADO 1ª INSTANCIA 100 , madrid
SUB-JA-2022-201223,JUDICIAL EN VÍA DE APREMIO,2193 0000 05 0313 21,08-11-2022,28-11-2022,"129.695,51 ",Sin lotes,BOE-B-2022-34241,"129.695,51 ","195.038,00 ",Sin puja mínima,"2.593,91 ","6.484,77 ",376,JUZGADO 1ª INSTANCIA 3 , lleida
SUB-JA-2022-201205,JUDICIAL EN VÍA DE APREMIO,2978 0000 06 0041 21,08-11-2022,28-11-2022,"94.255,79 ",Sin lotes,BOE-B-2022-34227,"112.500,00 ","0,00 ",Sin puja mínima,"2.250,00 ","5.625,00 ",377,JUZGADO 1ª INST E INSTRUCC. 2 , haro
SUB-JA-2022-200793,JUDICIAL EN VÍA DE APREMIO,4513 0000 05 1192 19,08-11-2022,28-11-2022,"261.050,36 ",Sin lotes,BOE-B-2022-34357,"183.081,60 ","0,00 ",Sin puja mínima,Sin tramos,"9.154,08 ",378,SERVICIO COMUN GENERAL SUBASTAS , valencia
SUB-JA-2022-200580,JUDICIAL EN VÍA DE APREMIO,4198 0000 06 0109 21,08-11-2022,28-11-2022,"100.595,75 ",Sin lotes,BOE-B-2022-34168,"190.860,00 ","0,00 ",Sin puja mínima,Sin tramos,"9.543,00 ",379,JUZGADO 1ª INST E INSTRUCC. 2 , amposta
SUB-JA-2022-200545,JUDICIAL EN VÍA DE APREMIO,3263 0000 05 0306 19,08-11-2022,28-11-2022,"102.626,66 ",Sin lotes,BOE-B-2022-34173,"181.206,06 ","0,00 ",Sin puja mínima,"3.624,12 ","9.060,30 ",380,JUZGADO 1ª INST E INSTRUCC. 2 , aviles
SUB-JA-2022-200332,JUDICIAL EN VÍA DE APREMIO,4618 0000 18 0263 21,08-11-2022,28-11-2022,"74.151,90 ",Sin lotes,BOE-B-2022-34318,"35.868,50 ","0,00 ",Sin puja mínima,"717,37 ","1.793,43 ",381,JUZGADO 1ª INSTANCIA 1 , valladolid
SUB-JA-2022-200205,JUDICIAL EN VÍA DE APREMIO,2682 0000 06 0428 19,08-11-2022,28-11-2022,"99.163,76 ",Sin lotes,BOE-B-2022-34265,"304.849,47 ","0,00 ",Sin puja mínima,"6.096,99 ","15.242,47 ",383,JUZGADO 1ª INSTANCIA 5 , mostoles
SUB-JA-2022-199949,JUDICIAL EN VÍA DE APREMIO,4149 0000 05 0164 17,08-11-2022,28-11-2022,"42.244,08 ",Sin lotes,BOE-B-2022-34250,"73.494,03 ","73.494,03 ","0,01 €","1.469,88 ","3.674,70 ",384,JUZGADO 1ª INSTANCIA 90 , madrid
SUB-JA-2022-199895,JUDICIAL EN VÍA DE APREMIO,4299 0000 06 0055 19,08-11-2022,28-11-2022,"200.068,38 ",Sin lotes,BOE-B-2022-34269,"111.584,37 ","0,00 ",Sin puja mínima,"2.231,69 ","5.579,22 ",385,JUZGADO 1ª INST E INSTRUCC. 1 , orgaz
SUB-JA-2022-199871,JUDICIAL EN VÍA DE APREMIO,3728 3117 06 0053 14,08-11-2022,28-11-2022,"48.362,36 ",Sin lotes,BOE-B-2022-34340,"56.498,60 ","0,00 ",Sin puja mínima,"2.259,95 ","2.824,93 ",386,UNIDAD SUBASTAS JUDICIALES MURCIA , murcia
SUB-JA-2022-199796,JUDICIAL EN VÍA DE APREMIO,1027 0000 06 0856 11,08-11-2022,28-11-2022,"204.957,56 ",Sin lotes,BOE-B-2022-34256,"242.700,00 ","242.700,00 ",Sin puja mínima,"4.854,00 ","12.135,00 ",387,JUZGADO 1ª INST E INSTRUCC. 4 , martorell
SUB-JA-2022-199792,JUDICIAL EN VÍA DE APREMIO,4859 0000 06 0998 20,08-11-2022,28-11-2022,"76.688,81 ",Sin lotes,BOE-B-2022-34206,"133.427,00 ","0,00 ",Sin puja mínima,"2.668,54 ","6.671,35 ",388,JUZGADO 1ª INSTANCIA 5 , denia
SUB-JA-2022-199744,JUDICIAL EN VÍA DE APREMIO,3226 0000 05 0055 06,08-11-2022,28-11-2022,"19.698,12 ",Sin lotes,BOE-B-2022-34274,"84.001,65 ","84.001,65 ",Sin puja mínima,"1.680,03 ","4.200,08 ",389,JUZGADO DE INSTRUCCION 3 , ourense
SUB-JA-2022-199087,JUDICIAL EN VÍA DE APREMIO,1643 0000 06 0063 20,08-11-2022,28-11-2022,"71.284,92 ",Sin lotes,BOE-B-2022-34260,"122.880,00 ","0,00 ",Sin puja mínima,"2.457,60 ","6.144,00 ",390,JUZGADO 1ª INST E INSTRUCC. 3 , mieres
SUB-JA-2022-198938,JUDICIAL EN VÍA DE APREMIO,2986 0000 06 1081 20,08-11-2022,28-11-2022,"21.915,89 ",Sin lotes,BOE-B-2022-34288,"61.271,68 ","0,00 ",Sin puja mínima,"1.225,43 ","3.063,58 ",391,JUZGADO 1ª INSTANCIA 6 , reus
SUB-JA-2022-198779,JUDICIAL EN VÍA DE APREMIO,4513 0000 03 0268 20,08-11-2022,28-11-2022,"181.053,53 ",Sin lotes,BOE-B-2022-34356,"242.800,00 ","0,00 ",Sin puja mínima,Sin tramos,"12.140,00 ",392,SERVICIO COMUN GENERAL SUBASTAS , valencia
SUB-JA-2022-198052,JUDICIAL EN VÍA DE APREMIO,0235 0000 06 0849 13,08-11-2022,28-11-2022,"307.154,56 ",Sin lotes,BOE-B-2022-34164,"238.527,81 ","0,00 ",Sin puja mínima,Sin tramos,"11.926,39 ",393,JUZGADO 1ª INSTANCIA 4 , almeria
SUB-JA-2022-198005,JUDICIAL EN VÍA DE APREMIO,3728 2769 06 0176 15,08-11-2022,28-11-2022,"37.312,42 ",Sin lotes,BOE-B-2022-34350,"77.000,00 ","0,00 ",Sin puja mínima,"1.540,01 ","3.850,00 ",394,UNIDAD SUBASTAS JUDICIALES MURCIA , murcia
SUB-JA-2022-197461,JUDICIAL EN VÍA DE APREMIO,1803 0000 06 0061 17,08-11-2022,28-11-2022,"35.720,81 ",Sin lotes,BOE-B-2022-34225,"240.100,00 ","0,00 ",Sin puja mínima,"1.000,00 ","12.005,00 ",395,JUZGADO 1ª INSTANCIA 1 , guadalajara
SUB-JA-2022-197307,JUDICIAL EN VÍA DE APREMIO,2717 0000 06 1090 19,08-11-2022,28-11-2022,"66.418,18 ",Sin lotes,BOE-B-2022-34219,"254.793,58 ","0,00 ",Sin puja mínima,"5.095,87 ","12.739,68 ",396,JUZGADO 1ª INSTANCIA 5 , gandia
SUB-JA-2022-196803,JUDICIAL EN VÍA DE APREMIO,1704 0000 06 4660 18,08-11-2022,28-11-2022,"84.564,66 ",Sin lotes,BOE-B-2022-34181,"128.325,00 ","0,00 ",Sin puja mínima,Sin tramos,"6.416,25 ",397,JUZGADO 1ª INST E INSTRUCC. 3 , blanes
SUB-JA-2022-195569,JUDICIAL EN VÍA DE APREMIO,3686 0000 06 0083 14,08-11-2022,28-11-2022,"159.887,25 ",Sin lotes,BOE-B-2022-34195,"282.240,00 ","202.702,85 ",Sin puja mínima,"5.644,80 ","14.112,00 ",398,JUZGADO 1ª INST E INSTRUCC. 1 , ciudad rodrigo
SUB-JA-2022-195139,JUDICIAL EN VÍA DE APREMIO,3728 2769 06 0813 21,08-11-2022,28-11-2022,"151.254,20 ",Sin lotes,BOE-B-2022-34351,"271.560,00 ","0,00 ",Sin puja mínima,"2.715,61 ","13.578,00 ",399,UNIDAD SUBASTAS JUDICIALES MURCIA , murcia
SUB-JA-2022-194515,JUDICIAL EN VÍA DE APREMIO,1326 0000 06 1163 21,08-11-2022,28-11-2022,"44.755,56 ",Sin lotes,BOE-B-2022-34188,"85.080,00 ","0,00 ",Sin puja mínima,"100,00 ","4.254,00 ",400,JUZGADO 1ª INSTANCIA 4 , castellon de la plana
SUB-JA-2022-193538,JUDICIAL EN VÍA DE APREMIO,0510 0000 05 0071 15,08-11-2022,28-11-2022,"434.567,19 ",Sin lotes,BOE-B-2022-34169,"475.228,00 ","0,00 ",Sin puja mínima,"4.752,28 ","23.761,40 ",401,JUZGADO 1ª INST E INSTRUCC. 1 , arenys mar
SUB-JA-2022-192930,JUDICIAL EN VÍA DE APREMIO,3728 3063 06 0095 17,08-11-2022,28-11-2022,"91.753,53 ",Sin lotes,BOE-B-2022-34344,"264.496,94 ","0,00 ",Sin puja mínima,"2.644,98 ","13.224,84 ",402,UNIDAD SUBASTAS JUDICIALES MURCIA , murcia
SUB-JA-2022-191196,JUDICIAL EN VÍA DE APREMIO,4415 0000 06 0549 20,08-11-2022,28-11-2022,"84.069,15 ",Sin lotes,BOE-B-2022-34287,"124.000,00 ","0,00 ",Sin puja mínima,"2.480,00 ","6.200,00 ",403,JUZGADO 1ª INST E INSTRUCC. 2 , requena
SUB-JA-2022-190189,JUDICIAL EN VÍA DE APREMIO,1306 0000 06 0063 19,08-11-2022,28-11-2022,"63.832,71 ",Sin lotes,BOE-B-2022-34312,"122.400,00 ","0,00 ",Sin puja mínima,"2.448,00 ","6.120,00 ",404,JUZGADO 1ª INST E INSTRUCC. 1 , ubrique
SUB-JA-2022-189800,JUDICIAL EN VÍA DE APREMIO,3733 0000 06 0691 16,08-11-2022,28-11-2022,"8.297,27 ",Sin lotes,BOE-B-2022-34187,"124.630,00 ","0,00 ",Sin puja mínima,Sin tramos,"6.231,50 ",405,JUZGADO 1ª INST E INSTRUCC. 4 , carlet
SUB-JA-2022-183976,JUDICIAL EN VÍA DE APREMIO,4600 0000 06 0172 13,08-11-2022,28-11-2022,"82.691,49 ",Sin lotes,BOE-B-2022-34259,"146.600,00 ","146.600,00 ",Sin puja mínima,"2.932,00 ","7.330,00 ",407,JUZGADO 1ª INST E INSTRUCC. 1 , medina campo
SUB-JA-2021-184100,JUDICIAL EN VÍA DE APREMIO,0173 0000 06 0857 14,08-11-2022,28-11-2022,"285.671,69 ",Sin lotes,BOE-B-2022-34298,"407.310,00 ","0,00 ",Sin puja mínima,Sin tramos,"20.365,50 ",409,JUZGADO 1ª INST E INSTRUCC. 1 , sant vicent del raspeig
SUB-JA-2021-181190,JUDICIAL EN VÍA DE APREMIO,0012 0000 06 1260 20,08-11-2022,28-11-2022,"112.448,15 ",Sin lotes,BOE-B-2022-34323,"147.999,00 ","0,00 ",Sin puja mínima,"100,00 ","7.399,95 ",410,JUZGADO 1ª INSTANCIA 4 , vitoria gasteiz
SUB-JA-2021-178733,JUDICIAL EN VÍA DE APREMIO,1245 0000 05 0579 15,08-11-2022,28-11-2022,"82.845,80 ",Sin lotes,BOE-B-2022-34192,"207.008,18 ","0,00 ",Sin puja mínima,"4.140,16 ","10.350,40 ",411,JUZGADO 1ª INST E INSTRUCC. 1 , chiclana de la frontera
SUB-JA-2021-174635,JUDICIAL EN VÍA DE APREMIO,0769 0000 06 0783 12,08-11-2022,28-11-2022,"272.686,85 ",Sin lotes,BOE-B-2022-34230,"373.900,00 ","0,00 ",Sin puja mínima,"7.478,00 ","18.695,00 ",412,JUZGADO 1ª INST E INSTRUCC. 3 , igualada
SUB-JA-2021-169021,JUDICIAL EN VÍA DE APREMIO,3959 0000 06 0190 15,08-11-2022,28-11-2022,"156.137,62 ",Sin lotes,BOE-B-2022-34255,"46.536,00 ","0,00 ",Sin puja mínima,"930,72 ","2.326,80 ",413,JUZGADO 1ª INST E INSTRUCC. 7 , manresa
SUB-JA-2020-156445,JUDICIAL EN VÍA DE APREMIO,4224 0000 06 0487 18,08-11-2022,28-11-2022,"80.504,60 ",Sin lotes,BOE-B-2022-34311,"119.067,74 ","119.067,74 ",Sin puja mínima,"2.381,35 ","5.953,38 ",415,JUZGADO 1ª INST E INSTRUCC. 2 , tortosa
SUB-JA-2022-203519,JUDICIAL EN VÍA DE APREMIO,3832 0000 01 4001 15,08-11-2022,28-11-2022,"273.160,42 ",Sin lotes,BOE-B-2022-34209,"348.687,88 ","348.687,88 ",Sin puja mínima,Sin tramos,"17.434,39 ",430,JUZGADO 1ª INST E INSTRUCC. 8 , el vendrell
SUB-JA-2022-202266,JUDICIAL EN VÍA DE APREMIO,5451 0000 06 0051 21,03-11-2022,27-11-2022,"141.097,23 ",Sin lotes,BOE-B-2022-33739,"140.102,25 ","0,00 ",Sin puja mínima,Sin tramos,"7.005,11 ",431,JUZGADO 1 INSTANCIA 8 , reus
SUB-JA-2022-197591,JUDICIAL EN VÍA DE APREMIO,4308 0000 05 0060 18,18-10-2022,27-11-2022,"140.800,94 ",Sin lotes,BOE-B-2022-31491,"236.938,00 ","0,00 ",Sin puja mínima,"4.738,76 ","11.846,90 ",432,JUZGADO 1ª INST E INSTRUCC. 2 , talavera de la reina
SUB-JA-2022-195618,JUDICIAL EN VÍA DE APREMIO,5066 0000 06 0199 21,03-11-2022,23-11-2022,"197.430,00 ",Sin lotes,BOE-B-2022-33725,"232.800,00 ","0,00 ",Sin puja mínima,"4.656,00 ","11.640,00 ",433,JUZGADO 1ª INSTANCIA 100 , madrid
SUB-JA-2022-200198,JUDICIAL EN VÍA DE APREMIO,4618 0000 18 0103 22,03-11-2022,23-11-2022,"17.368,66 ",Sin lotes,BOE-B-2022-33760,"59.400,00 ","0,00 ",Sin puja mínima,"1.188,00 ","2.970,00 ",434,JUZGADO 1ª INSTANCIA 1 , valladolid
SUB-JA-2019-136536,JUDICIAL EN VÍA DE APREMIO,0546 0000 06 4174 18,03-11-2022,23-11-2022,"841.984,00 ",Sin lotes,BOE-B-2022-33688,"900.000,00 ","0,00 ",Sin puja mínima,"18.000,00 ","45.000,00 ",435,JUZGADO 1ª INSTANCIA 13 , barcelona
SUB-JA-2022-191965,JUDICIAL EN VÍA DE APREMIO,2978 0000 06 0150 19,03-11-2022,23-11-2022,"99.066,44 ",Sin lotes,BOE-B-2022-33709,"193.300,00 ","0,00 ",Sin puja mínima,"3.866,00 ","9.665,00 ",436,JUZGADO 1ª INST E INSTRUCC. 2 , haro
SUB-JA-2022-201087,JUDICIAL EN VÍA DE APREMIO,3728 3096 06 0479 21,03-11-2022,23-11-2022,"51.438,97 ",Sin lotes,BOE-B-2022-33769,"101.056,56 ","0,00 ",Sin puja mínima,"2.021,14 ","5.052,82 ",437,UNIDAD SUBASTAS JUDICIALES MURCIA , murcia
SUB-JA-2022-203261,JUDICIAL EN VÍA DE APREMIO,2214 0000 06 0147 21,03-11-2022,23-11-2022,"22.071,89 ",Sin lotes,BOE-B-2022-33754,"206.734,00 ","0,00 ",Sin puja mínima,"4.134,68 ","10.336,70 ",438,JUZGADO 1ª INST E INSTRUCC. 1 , tremp
SUB-JA-2022-203268,JUDICIAL EN VÍA DE APREMIO,2927 0000 06 0164 21,03-11-2022,23-11-2022,"79.105,12 ",Sin lotes,BOE-B-2022-33690,"149.874,50 ","0,00 ",Sin puja mínima,"2.997,49 ","7.493,72 ",439,JUZGADO 1ª INST E INSTRUCC. 3 , carmona
SUB-JA-2022-202752,JUDICIAL EN VÍA DE APREMIO,2011 0000 05 0199 16,03-11-2022,23-11-2022,"101.114,24 ",Sin lotes,BOE-B-2022-33747,"232.127,85 ","0,00 ",Sin puja mínima,"4.642,55 ","11.606,39 ",440,JUZGADO 1ª INST E INSTRUCC. 5 , talavera de la reina
